fact_id,occupation_id,time_id,noc_code,year,net_change_job_openings,net_change_job_seekers,annual_imbalance,cumulative_imbalance,demand_supply_ratio,gap_flag,talent_gap_index,gap_category
1166,153,6,12110,2028,126.80100436679896,83.45500539365662,-43.34599897314233,-353.9413550218119,1.5194,1,60.0,Critical
1167,86,6,12111,2028,58.62520722739706,23.66779630089743,-34.957410926499634,-195.12456600812368,2.477,1,60.0,Critical
1168,157,6,12112,2028,54.10819444187488,36.74383445892707,-17.36435998294781,-160.68020166816115,1.4726,1,60.0,Critical
1169,64,6,13112,2028,468.5510939385446,174.73050937302688,-293.8205845655177,-1842.581882301786,2.6816,1,60.0,Critical
1170,51,6,13200,2028,27.97030149563556,7.947263944340424,-20.023037551295136,-111.434435488092,3.5195,1,60.0,Critical
1171,173,6,14201,2028,71.957527778577,52.93468169475194,-19.02284608382506,-199.3647496661157,1.3594,1,60.0,Critical
1172,202,6,14402,2028,52.584899453251474,37.4942265563564,-15.090672896895072,-66.77835971818081,1.4025,1,60.0,Critical
1173,179,6,14404,2028,222.67952433747496,167.4568742061954,-55.22265013127955,-581.5750821849238,1.3298,1,60.0,Critical
1174,46,6,14405,2028,44.78725738009254,12.841001015178382,-31.94625636491416,-196.1884748185109,3.4878,1,60.0,Critical
1175,62,6,21100,2028,34.290756435611605,10.660568297624534,-23.63018813798707,-109.13681255213848,3.2166,1,60.0,Critical
1176,487,6,21103,2028,33.10999245850851,4.949041677071963,-28.160950781436544,-213.51902445780965,6.6902,1,60.0,Critical
1177,30,6,21109,2028,27.02328249516104,5.275064784030369,-21.748217711130668,-101.9960908029794,5.1228,1,60.0,Critical
1178,150,6,21200,2028,127.28239143509316,84.16679970189101,-43.11559173320214,-400.6806473950343,1.5123,1,60.0,Critical
1179,56,6,21201,2028,38.60794875378535,12.511121235750029,-26.09682751803533,-151.64754680250078,3.0859,1,60.0,Critical
1180,131,6,21203,2028,107.52794070233968,63.58167370122952,-43.94626700111016,-344.6109036596066,1.6912,1,60.0,Critical
1181,214,6,21210,2028,47.70886090264101,36.50082603438784,-11.20803486825318,-44.31086479858509,1.3071,1,60.0,Critical
1182,29,6,21233,2028,218.21806076568265,57.50836432507155,-160.7096964406111,-711.3157917069573,3.7945,1,60.0,Critical
1183,93,6,21234,2028,622.1792306596668,239.1689436995841,-383.0102869600827,-1255.3953381906708,2.6014,1,60.0,Critical
1184,203,6,21321,2028,163.6802095095519,124.64609581355796,-39.03411369599395,-320.05211453717834,1.3132,1,60.0,Critical
1185,116,6,21330,2028,80.69956442642881,35.85954244822114,-44.84002197820767,-168.42237186629742,2.2504,1,60.0,Critical
1186,183,6,21331,2028,75.2796345338799,53.695464943877006,-21.58416959000289,-146.8317466549235,1.402,1,60.0,Critical
1187,215,6,21332,2028,466.3117399523613,314.4784710994132,-151.8332688529481,-615.3437609759044,1.4828,1,60.0,Critical
1188,42,6,21390,2028,29.65591145673974,7.940314023765003,-21.71559743297474,-121.18655760563004,3.7349,1,60.0,Critical
1189,17,6,22100,2028,131.80321012398323,40.79700050825008,-91.00620961573316,-794.4209180537554,3.2307,1,60.0,Critical
1190,205,6,22111,2028,36.08057569219551,24.98241612519092,-11.098159567004592,-29.98435684033192,1.4442,1,60.0,Critical
1191,164,6,22113,2028,30.846250331560167,17.768479769702296,-13.077770561857871,-42.87731827200741,1.736,1,60.0,Critical
1192,40,6,22213,2028,51.31095778916175,14.965099760847451,-36.3458580283143,-255.71123186153133,3.4287,1,60.0,Critical
1193,53,6,22222,2028,67.49717218184303,21.595816452577008,-45.901355729266015,-291.7594103777481,3.1255,1,60.0,Critical
1194,184,6,22230,2028,153.35218571184262,109.98862238402648,-43.36356332781615,-363.0353402909501,1.3943,1,60.0,Critical
1195,125,6,22232,2028,300.43078676640914,167.9089678303057,-132.52181893610344,-965.873580814632,1.7892,1,60.0,Critical
1196,99,6,22233,2028,232.75167917073964,109.31063495552075,-123.44104421521888,-930.9614810847957,2.1293,1,60.0,Critical
1197,191,6,22302,2028,84.77684988085105,64.5324974276103,-20.24435245324075,-158.09292725662465,1.3137,1,60.0,Critical
1198,199,6,22312,2028,209.7965633991757,150.02074169367847,-59.77582170549727,-379.4896325671437,1.3985,1,60.0,Critical
1199,147,6,30010,2028,351.30196373968647,206.97556863287284,-144.32639510681364,-777.4668011873121,1.6973,1,60.0,Critical
1200,197,6,31102,2028,544.6352438940922,398.7016162947992,-145.93362759929306,-696.1972457437741,1.366,1,60.0,Critical
1201,178,6,31103,2028,132.93631403710089,94.0816020942576,-38.854711942843295,-315.7011008168448,1.413,1,60.0,Critical
1202,96,6,31111,2028,72.36634400194244,29.9818492155111,-42.38449478643133,-201.98562668655583,2.4137,1,60.0,Critical
1203,511,6,31112,2028,302.1731147352294,50.08595272673604,-252.08716200849332,-1467.8347754989263,6.0331,1,60.0,Critical
1204,127,6,31121,2028,144.53927808923012,81.78094674304378,-62.75833134618634,-367.70641588014416,1.7674,1,60.0,Critical
1205,140,6,31200,2028,301.233847511035,173.62526212097367,-127.60858539006132,-708.9162539398905,1.735,1,60.0,Critical
1206,149,6,31201,2028,86.73073917412414,48.65545340190467,-38.075285772219466,-162.53691425341682,1.7825,1,60.0,Critical
1207,61,6,31202,2028,380.98452904895,134.7354789663229,-246.2490500826271,-1423.1598326488186,2.8276,1,60.0,Critical
1208,55,6,31203,2028,247.0918033843437,82.69966607492896,-164.39213730941478,-916.1434837360252,2.9878,1,60.0,Critical
1209,513,6,31209,2028,87.40461609918178,11.6771592268948,-75.72745687228698,-426.0484140214436,7.4851,1,60.0,Critical
1210,60,6,31300,2028,143.33387010107518,48.11932309396755,-95.21454700710764,-530.2862666854919,2.9787,1,60.0,Critical
1211,152,6,31301,2028,3094.82874055211,1858.1995630117144,-1236.6291775403956,-6788.198572489704,1.6655,1,60.0,Critical
1212,78,6,31302,2028,66.97388655125366,24.99353209533324,-41.98035445592042,-207.06281406798888,2.6796,1,60.0,Critical
1213,79,6,31303,2028,30.85964803077589,10.54536035126303,-20.31428767951286,-77.58643456052947,2.9264,1,60.0,Critical
1214,82,6,32101,2028,1056.7877520003997,447.14708848142914,-609.6406635189705,-3650.189124694144,2.3634,1,60.0,Critical
1215,8,6,32102,2028,692.0265393625072,142.33912779978442,-549.6874115627227,-3407.062982406884,4.8618,1,60.0,Critical
1216,159,6,32103,2028,144.3771064061255,86.79515414866103,-57.58195225746451,-263.84157740327544,1.6634,1,60.0,Critical
1217,144,6,32104,2028,237.3320965427609,151.70315014072702,-85.6289464020339,-721.719957688989,1.5645,1,60.0,Critical
1218,110,6,32109,2028,267.17686139970994,132.8110075125833,-134.36585388712663,-742.5472653318592,2.0117,1,60.0,Critical
1219,18,6,32110,2028,56.18345249245164,10.551025326826595,-45.63242716562504,-259.504189938974,5.3249,1,60.0,Critical
1220,50,6,32111,2028,352.47419415001133,110.79681878845912,-241.6773753615522,-1447.5144665457246,3.1813,1,60.0,Critical
1221,137,6,32112,2028,46.64304407701809,27.145145505550158,-19.497898571467932,-131.89810650578758,1.7183,1,60.0,Critical
1222,169,6,32120,2028,197.7132618789263,128.11292429868857,-69.60033758023772,-382.1991631450068,1.5433,1,60.0,Critical
1223,28,6,32121,2028,357.1649430709759,86.65158683473894,-270.513356236237,-1628.0781213388832,4.1219,1,60.0,Critical
1224,76,6,32122,2028,113.0055849596054,41.0596379551672,-71.94594700443821,-394.132850044156,2.7522,1,60.0,Critical
1225,94,6,32123,2028,35.80453313403579,13.861349743333172,-21.94318339070262,-85.5276333133015,2.583,1,60.0,Critical
1226,20,6,32129,2028,44.598300243518175,9.401898417636144,-35.196401825882035,-214.5810782424851,4.7435,1,60.0,Critical
1227,43,6,32200,2028,99.94839177790364,27.732223571022672,-72.21616820688097,-404.04189333006,3.6041,1,60.0,Critical
1228,196,6,32201,2028,440.2656506936252,319.0604999469874,-121.2051507466378,-554.4427124648321,1.3799,1,60.0,Critical
1229,24,6,32209,2028,95.34444519757828,20.41382361744105,-74.93062158013723,-451.97719385666096,4.6706,1,60.0,Critical
1230,83,6,33100,2028,454.2698936383401,186.74495472255416,-267.5249389157859,-1557.9069048413344,2.4326,1,60.0,Critical
1231,80,6,33101,2028,343.30935518959626,142.71683624926135,-200.5925189403349,-1231.723490440029,2.4055,1,60.0,Critical
1232,163,6,33102,2028,2975.244941070632,1900.179739917697,-1075.065201152935,-6630.328885329385,1.5658,1,60.0,Critical
1233,135,6,33109,2028,380.3961616259859,218.91576292167588,-161.48039870431,-965.0535551625492,1.7376,1,60.0,Critical
1234,102,6,40012,2028,34.58102188251235,17.337112353917988,-17.243909528594365,-106.30917361997945,1.9946,1,60.0,Critical
1235,75,6,40040,2028,28.48986841354857,9.951109337018428,-18.53875907653014,-87.33425638602695,2.863,1,60.0,Critical
1236,155,6,41100,2028,38.93814398455651,22.246174870427808,-16.691969114128703,-87.31443320076733,1.7503,1,60.0,Critical
1237,72,6,41301,2028,495.3797865613233,188.384909980398,-306.9948765809253,-1895.5324802560451,2.6296,1,60.0,Critical
1238,31,6,41310,2028,51.34457166737511,16.74746539981469,-34.59710626756042,-284.64166609586374,3.0658,1,60.0,Critical
1239,113,6,41311,2028,60.75528740892653,40.15008081360507,-20.60520659532145,-247.93817510033708,1.5132,1,60.0,Critical
1240,114,6,41321,2028,129.86728790574253,67.72016234240101,-62.14712556334152,-343.50650115254496,1.9177,1,60.0,Critical
1241,170,6,41403,2028,298.28504829621687,229.16968347666295,-69.11536481955389,-857.0768617561238,1.3016,1,60.0,Critical
1242,176,6,41404,2028,277.1363629036181,190.0525424219248,-87.08382048169332,-526.1764003615212,1.4582,1,60.0,Critical
1243,52,6,42102,2028,29.362278060006496,8.29043834832487,-21.071839711681623,-98.79799296069824,3.5417,1,60.0,Critical
1244,209,6,42203,2028,58.71125569794811,42.1864358656818,-16.52481983226631,-34.2404742658587,1.3917,1,60.0,Critical
1245,208,6,42204,2028,78.82052098236953,58.82953547179394,-19.99098551057559,-119.1401083641674,1.3398,1,60.0,Critical
1246,156,6,44101,2028,472.1729744560368,303.9657222025139,-168.20725225352282,-1203.419449165558,1.5534,1,60.0,Critical
1247,181,6,50011,2028,85.9686687640846,62.70486245438951,-23.263806309695084,-173.05417432051803,1.371,1,60.0,Critical
1248,222,6,51101,2028,31.28632969813551,23.895529112418767,-7.390800585716743,-13.54278068580622,1.3093,1,60.0,Critical
1249,47,6,51102,2028,28.20547039462469,7.096189332261412,-21.10928106236328,-97.47581800461124,3.9747,1,60.0,Critical
1250,87,6,51121,2028,50.54268168533243,22.241329714172245,-28.301351971160187,-185.4636863967931,2.2725,1,60.0,Critical
1251,192,6,52111,2028,38.95427785664735,27.506526011014117,-11.447751845633238,-37.9465981165569,1.4162,1,60.0,Critical
1252,146,6,52112,2028,33.881674182637866,18.404226981400612,-15.47744720123725,-58.92572599346848,1.841,1,60.0,Critical
1253,88,6,53100,2028,64.5057023182574,28.45501132658172,-36.05069099167568,-251.51289904053297,2.2669,1,60.0,Critical
1254,166,6,53110,2028,192.20496554265893,127.12470707112976,-65.08025847152916,-485.7241149441421,1.5119,1,60.0,Critical
1255,167,6,53111,2028,46.984307535190354,29.030883035848184,-17.95342449934217,-88.56676778765149,1.6184,1,60.0,Critical
1256,175,6,53122,2028,153.40126943632066,105.16884876800091,-48.23242066831973,-395.1897304713875,1.4586,1,60.0,Critical
1257,165,6,53200,2028,47.02926205265472,28.54268679167663,-18.486575260978093,-76.04537619207446,1.6477,1,60.0,Critical
1258,128,6,53202,2028,42.3436504978022,24.718677458316936,-17.624973039485266,-103.3264834290871,1.713,1,60.0,Critical
1259,103,6,55109,2028,59.95060594183859,28.68783800130675,-31.26276794053184,-191.13401958811403,2.0898,1,60.0,Critical
1260,171,6,62201,2028,63.64202954159307,41.4678342525038,-22.17419528908927,-133.8452629273816,1.5347,1,60.0,Critical
1261,193,6,62202,2028,28.75135387561923,21.15593486937707,-7.59541900624216,-36.42741069690584,1.359,1,60.0,Critical
1262,33,6,64101,2028,637.4863688989834,244.93364405687325,-392.5527248421101,-3370.7492215502134,2.6027,1,60.0,Critical
1263,120,6,64201,2028,41.73689047715861,19.600892538303487,-22.135997938855123,-101.46424366154056,2.1293,1,60.0,Critical
1264,112,6,64300,2028,180.71426314606555,113.73659294328178,-66.97767020278377,-914.413530116516,1.5889,1,60.0,Critical
1265,154,6,64312,2028,110.16302311670076,69.89886108526532,-40.26416203143543,-325.25031887529497,1.576,1,60.0,Critical
1266,48,6,64320,2028,32.637293026930884,8.843917849459327,-23.79337517747156,-130.0524824301276,3.6904,1,60.0,Critical
1267,27,6,64321,2028,70.04880597751763,18.627145227586382,-51.42166074993125,-421.2333253105225,3.7606,1,60.0,Critical
1268,6,6,64322,2028,51.45539125571997,8.246411357540104,-43.20897989817987,-273.2732413533382,6.2397,1,60.0,Critical
1269,77,6,65211,2028,230.9409557369425,98.90951391346204,-132.03144182348046,-1292.878320156059,2.3349,1,60.0,Critical
1270,210,6,70021,2028,42.25493188920776,31.512751144753626,-10.74218074445414,-33.04776280514989,1.3409,1,60.0,Critical
1271,124,6,72010,2028,130.8321749086514,71.48592952569687,-59.346245382954535,-439.6145836979325,1.8302,1,60.0,Critical
1272,22,6,72011,2028,363.9600507837004,82.79881151260824,-281.1612392710921,-1965.38195958534,4.3957,1,60.0,Critical
1273,57,6,72012,2028,142.1890596501281,44.4328684637113,-97.7561911864168,-596.824497061147,3.2001,1,60.0,Critical
1274,98,6,72013,2028,259.94244183377947,37.33781223898029,-222.6046295947992,-1631.1187543668905,6.9619,1,60.0,Critical
1275,195,6,72014,2028,527.8073026743684,381.8591341443191,-145.94816853004932,-1102.1297034698775,1.3822,1,60.0,Critical
1276,489,6,72020,2028,317.4491566113848,60.34723090420284,-257.101925707182,-1919.3393687604148,5.2604,1,60.0,Critical
1277,39,6,72023,2028,30.219530441799723,6.825494693135896,-23.394035748663825,-109.65859648741238,4.4274,1,60.0,Critical
1278,491,6,72024,2028,211.3953300532329,12.45990523245714,-198.93542482077572,-1600.2579709816016,16.966,1,60.0,Critical
1279,37,6,72025,2028,93.05827414596318,26.030146224021447,-67.02812792194173,-465.6773246671336,3.575,1,60.0,Critical
1280,65,6,72101,2028,28.986048333154407,9.719887273953322,-19.266161059201085,-109.850703059842,2.9821,1,60.0,Critical
1281,182,6,72102,2028,131.0928261312438,90.04511233680226,-41.04771379444155,-302.0603494602487,1.4559,1,60.0,Critical
1282,70,6,72103,2028,60.13189883903807,23.13978535884196,-36.9921134801961,-277.87201873608694,2.5986,1,60.0,Critical
1283,145,6,72104,2028,42.78718196469514,23.692020430648704,-19.09516153404644,-95.2089407525626,1.806,1,60.0,Critical
1284,38,6,72105,2028,139.13932091302027,40.17775066288631,-98.96157025013396,-717.41917834266,3.4631,1,60.0,Critical
1285,121,6,72200,2028,957.4912910713556,479.3041482566363,-478.18714281471927,-3274.831836254695,1.9977,1,60.0,Critical
1286,148,6,72201,2028,254.3882028274853,144.77191865722548,-109.61628417025985,-665.6619649527457,1.7572,1,60.0,Critical
1287,115,6,72202,2028,68.3344440566128,29.06364130468298,-39.27080275192981,-147.2117505066151,2.3512,1,60.0,Critical
1288,139,6,72203,2028,129.4923367252642,58.14999393704834,-71.34234278821586,-198.90979321332708,2.2269,1,60.0,Critical
1289,36,6,72204,2028,118.14432945001344,34.492985138369306,-83.65134431164414,-622.6081963116852,3.4252,1,60.0,Critical
1290,118,6,72205,2028,163.82154639368036,87.76769400631268,-76.05385238736768,-586.752017539124,1.8665,1,60.0,Critical
1291,107,6,72300,2028,554.7158231356598,254.69653953973065,-300.01928359592915,-2064.786930192113,2.1779,1,60.0,Critical
1292,123,6,72301,2028,352.2349844401066,175.8198594241561,-176.41512501595048,-1079.1897431007496,2.0034,1,60.0,Critical
1293,136,6,72302,2028,67.6606485636923,32.96351894552429,-34.69712961816801,-123.6897491053584,2.0526,1,60.0,Critical
1294,101,6,72320,2028,89.13059442833915,40.18439094728249,-48.94620348105666,-334.0104440169668,2.218,1,60.0,Critical
1295,151,6,72400,2028,405.7657406095368,251.6104688773453,-154.15527173219144,-1281.8581474034409,1.6127,1,60.0,Critical
1296,160,6,72401,2028,675.122278905563,420.6693911235987,-254.4528877819643,-1736.1879371355662,1.6049,1,60.0,Critical
1297,44,6,72402,2028,299.6671805950442,92.24404510022516,-207.42313549481904,-1510.9949194996125,3.2486,1,60.0,Critical
1298,23,6,72403,2028,42.04586149496155,10.113035494435335,-31.93282600052621,-229.7973880024105,4.1576,1,60.0,Critical
1299,138,6,72404,2028,116.6138554462881,78.24332555957925,-38.37052988670885,-457.6587463585319,1.4904,1,60.0,Critical
1300,12,6,72405,2028,25.015784581633465,4.05789587954265,-20.957888702090816,-111.93241591957414,6.1647,1,60.0,Critical
1301,25,6,72406,2028,73.01941306326013,15.024772981346622,-57.99464008191351,-348.1985265435766,4.8599,1,60.0,Critical
1302,180,6,72421,2028,44.47365060050239,28.134041429672557,-16.339609170829835,-62.271713709189285,1.5808,1,60.0,Critical
1303,119,6,72422,2028,35.89439668387071,16.230194289574413,-19.664202394296296,-82.23084946175229,2.2116,1,60.0,Critical
1304,130,6,72423,2028,49.88949237578506,28.125475042264117,-21.764017333520947,-114.386701335852,1.7738,1,60.0,Critical
1305,21,6,72429,2028,33.11332594142266,6.959576546129629,-26.15374939529303,-166.1659637796903,4.758,1,60.0,Critical
1306,162,6,72500,2028,113.93160285379,68.75520246109673,-45.17640039269327,-315.9633346783303,1.6571,1,60.0,Critical
1307,7,6,72501,2028,24.28344253926445,2.511621585177528,-21.77182095408692,-101.86793544128076,9.6684,1,60.0,Critical
1308,9,6,72601,2028,77.41387553549737,17.068577296992665,-60.345298238504704,-441.9126887548172,4.5355,1,60.0,Critical
1309,503,6,72602,2028,24.74781194326483,1.7233861234836056,-23.02442581978122,-107.31120563771216,14.36,1,60.0,Critical
1310,5,6,72603,2028,23.14219179637659,0.2637883567804073,-22.878403439596184,-102.73970391932802,87.7301,1,60.0,Critical
1311,142,6,72604,2028,37.9625301478971,20.09917521968112,-17.863354928215976,-70.40053675509623,1.8888,1,60.0,Critical
1312,143,6,72999,2028,77.22557342047689,46.27861661811437,-30.94695680236252,-234.46153207550992,1.6687,1,60.0,Critical
1313,92,6,73202,2028,47.53595986968683,21.323703545266188,-26.21225632442064,-164.42686025844435,2.2293,1,60.0,Critical
1314,26,6,74201,2028,24.24033756808116,4.338377715671244,-19.90195985240991,-95.90904481929203,5.5874,1,60.0,Critical
1315,11,6,74202,2028,85.78331280311907,21.347839962845278,-64.4354728402738,-556.6787129538743,4.0184,1,60.0,Critical
1316,54,6,74204,2028,122.96274570877024,34.95876399665933,-88.00398171211091,-432.6135268729536,3.5174,1,60.0,Critical
1317,492,6,74205,2028,169.11343679137642,26.217666976074117,-142.8957698153023,-1091.762020742016,6.4504,1,60.0,Critical
1318,2,6,75100,2028,23.248925253041595,0.1756658036234161,-23.073259449418178,-104.4141592402356,132.3475,1,60.0,Critical
1319,185,6,75101,2028,1322.7505209968003,989.6918976047136,-333.0586233920867,-2957.5954345127293,1.3365,1,60.0,Critical
1320,3,6,75210,2028,23.78588394003444,2.2339998083101262,-21.551884131724314,-97.48033027110516,10.6472,1,60.0,Critical
1321,15,6,75211,2028,71.28756957859505,16.381017616268743,-54.90655196232631,-398.7980541447979,4.3518,1,60.0,Critical
1322,500,6,80022,2028,22.14140470313644,1.0489601643267148,-21.092444538809723,-92.9955267498379,21.108,1,60.0,Critical
1323,200,6,82010,2028,73.18049519647035,53.50234052663265,-19.678154669837696,-109.65460199300746,1.3678,1,60.0,Critical
1324,493,6,82020,2028,145.26759634671217,10.859139835332742,-134.40845651137943,-554.9624289339584,13.3774,1,60.0,Critical
1325,67,6,82021,2028,707.826130565967,251.79482082330605,-456.03130974266094,-2079.367164831088,2.8111,1,60.0,Critical
1326,19,6,82030,2028,35.23753375217919,11.262463616965604,-23.975070135213585,-180.31390553757973,3.1288,1,60.0,Critical
1327,49,6,82031,2028,263.483314176559,101.30995522322245,-162.1733589533366,-1549.5459788942994,2.6008,1,60.0,Critical
1328,32,6,83121,2028,22.993652892751,0.9072201574266172,-22.08643273532438,-110.68590458956206,25.3452,1,60.0,Critical
1329,506,6,84100,2028,29.128212178618615,2.1698869795194184,-26.9583251990992,-111.71783041480263,13.4238,1,60.0,Critical
1330,117,6,84110,2028,38.17076697406476,19.177961798492188,-18.99280517557257,-92.99846775857748,1.9903,1,60.0,Critical
1331,66,6,84111,2028,45.42698895563917,20.29244694759337,-25.1345420080458,-206.4824952917488,2.2386,1,60.0,Critical
1332,91,6,85100,2028,171.39213055742226,83.6504976694442,-87.74163288797806,-831.9233608327594,2.0489,1,60.0,Critical
1333,68,6,85103,2028,73.56139264076617,31.84931067380029,-41.71208196696588,-364.7523361922836,2.3097,1,60.0,Critical
1334,74,6,85111,2028,208.84641817892677,62.82848455626737,-146.01793362265937,-672.4027246050289,3.3241,1,60.0,Critical
1335,100,6,85120,2028,32.33764983027368,2.6204886807477195,-29.71716114952596,-153.42684545047192,12.3403,1,60.0,Critical
1336,158,6,85121,2028,677.4326876830778,435.876678801574,-241.55600888150377,-2129.0638400608427,1.5542,1,60.0,Critical
1337,84,6,92010,2028,58.04643712047461,26.333982440393772,-31.712454680080832,-216.0156016457498,2.2042,1,60.0,Critical
1338,134,6,92013,2028,29.88124075430231,15.359433105948709,-14.521807648353604,-52.594870798709806,1.9455,1,60.0,Critical
1339,472,6,92015,2028,27.93465598850484,2.3261164494418765,-25.60853953906296,-136.9713158505839,12.0091,1,60.0,Critical
1340,508,6,92020,2028,24.45178066898933,2.063050922569035,-22.38872974642029,-101.7027495865481,11.8522,1,60.0,Critical
1341,69,6,92021,2028,28.653313745724255,9.542816412610064,-19.110497333114196,-88.08542857059075,3.0026,1,60.0,Critical
1342,16,6,92022,2028,25.529293222524966,1.720878356912069,-23.808414865612896,-142.88445340876893,14.835,1,60.0,Critical
1343,494,6,92023,2028,50.97605099126417,12.918738255862763,-38.0573127354014,-360.5048261494385,3.9459,1,60.0,Critical
1344,63,6,92024,2028,30.743657601948552,12.72291377276532,-18.020743829183232,-137.05522657160824,2.4164,1,60.0,Critical
1345,13,6,93100,2028,27.6915536754456,3.513635286881291,-24.177918388564308,-112.77390887535324,7.8812,1,60.0,Critical
1346,502,6,93102,2028,21.501617257745828,1.3261423319392842,-20.175474925806544,-104.05685200097427,16.2137,1,60.0,Critical
1347,1,6,94101,2028,19.811626512657604,0.5979752534899944,-19.21365125916761,-112.2151340793638,33.1312,1,60.0,Critical
1348,111,6,94102,2028,24.90004182190854,11.565487555130234,-13.334554266778309,-70.14260436258941,2.153,1,60.0,Critical
1349,141,6,94103,2028,31.38091120278759,19.604588885464658,-11.776322317322933,-99.9405358989604,1.6007,1,60.0,Critical
1350,90,6,94104,2028,28.14774395691897,11.633547632804062,-16.514196324114906,-93.99576666610704,2.4195,1,60.0,Critical
1351,85,6,94107,2028,22.68460948795968,10.50783225517611,-12.176777232783566,-84.3138785132679,2.1588,1,60.0,Critical
1352,168,6,94112,2028,28.794342743792825,17.56090402001046,-11.233438723782363,-45.88221620075698,1.6397,1,60.0,Critical
1353,34,6,94122,2028,21.583034333371007,4.832287365791065,-16.750746967579943,-93.62181475850116,4.4664,1,60.0,Critical
1354,109,6,94123,2028,25.27066852563698,11.353258703225505,-13.91740982241148,-66.92603519784424,2.2259,1,60.0,Critical
1355,104,6,94124,2028,20.702296631531247,15.728542109766884,-4.973754521764363,-135.96111132157145,1.3162,1,60.0,Critical
1356,132,6,94129,2028,23.26982993471298,13.664564272501131,-9.605265662211847,-67.45412613038447,1.7029,1,60.0,Critical
1357,59,6,94130,2028,22.817800160152924,7.067358167517261,-15.750441992635665,-85.34017911460941,3.2286,1,60.0,Critical
1358,95,6,94131,2028,28.567064052138285,13.510293562408194,-15.056770489730091,-101.50522911166732,2.1145,1,60.0,Critical
1359,10,6,94133,2028,20.77841776519221,1.2463579730139218,-19.532059792178288,-91.84132316893474,16.6713,1,60.0,Critical
1360,497,6,94142,2028,20.93636586448813,1.2772556164966475,-19.659110247991485,-90.95528149539868,16.3917,1,60.0,Critical
1361,81,6,94151,2028,21.927669614160475,8.176042511085415,-13.75162710307506,-70.81462421926281,2.6819,1,60.0,Critical
1362,129,6,94152,2028,24.986613921356497,17.81014397084884,-7.176469950507656,-112.47039150924316,1.4029,1,60.0,Critical
1363,14,6,94153,2028,22.329286042208917,3.980336147336442,-18.348949894872472,-101.55411450291878,5.6099,1,60.0,Critical
1364,41,6,94203,2028,26.518359791318023,9.01239993767641,-17.505959853641617,-126.65080690335232,2.9424,1,60.0,Critical
1365,58,6,94205,2028,23.34374040196396,7.190307807878162,-16.153432594085793,-81.92614917745846,3.2466,1,60.0,Critical
1366,495,6,94212,2028,20.9084478313445,9.31209645177242,-11.59635137957208,-241.4577025814592,2.2453,1,60.0,Critical
1367,105,6,95103,2028,51.67678168955319,39.1059671237902,-12.570814565762989,-374.147443240764,1.3215,1,60.0,Critical
1368,89,6,95105,2028,28.712777644536416,12.320493135798715,-16.3922845087377,-99.39243133876283,2.3305,1,60.0,Critical
1369,504,6,95107,2028,20.71224048720324,0.1410750231252604,-20.57116546407797,-101.494674931146,146.8172,1,60.0,Critical
1370,108,7,10030,2029,98.20510676376956,48.14136917961759,-50.06373758415197,-437.0,2.0399,1,60.0,Critical
1371,177,7,11101,2029,242.79101022320503,172.45730041575837,-70.33370980744667,-704.0,1.4078,1,60.0,Critical
1372,172,7,11102,2029,640.5823122868134,450.74462119187655,-189.8376910949368,-2030.0,1.4212,1,60.0,Critical
1373,73,7,11103,2029,128.93989962741566,45.519670225268925,-83.42022940214673,-698.0,2.8326,1,60.0,Critical
1374,71,7,11109,2029,186.7681513462616,66.21217984746721,-120.55597149879438,-1026.0,2.8208,1,60.0,Critical
1375,122,7,11201,2029,735.7000145012788,413.6752593787916,-322.0247551224872,-3332.0,1.7784,1,60.0,Critical
1376,161,7,11202,2029,823.6966803889221,549.4501279283045,-274.24655246061764,-2813.0,1.4991,1,60.0,Critical
1377,106,7,12012,2029,43.43694274845559,19.47685289267305,-23.96008985578253,-166.0,2.2302,1,60.0,Critical
1378,153,7,12110,2029,117.77486509489162,74.39623928594634,-43.37862580894529,-397.0,1.5831,1,60.0,Critical
1379,86,7,12111,2029,56.50597728472831,20.71429603157965,-35.79168125314866,-231.0,2.7279,1,60.0,Critical
1380,157,7,12112,2029,46.09323043750117,31.622687926190604,-14.470542511310564,-175.0,1.4576,1,60.0,Critical
1381,64,7,13112,2029,443.5358727394612,140.34883735451243,-303.1870353849488,-2146.0,3.1602,1,60.0,Critical
1382,51,7,13200,2029,27.711999136981685,6.730751328481435,-20.98124780850025,-132.0,4.1172,1,60.0,Critical
1383,173,7,14201,2029,69.24185641100398,47.84253494713161,-21.39932146387237,-221.0,1.4473,1,60.0,Critical
1384,202,7,14402,2029,50.77727907329646,35.31992102042575,-15.45735805287071,-82.0,1.4376,1,60.0,Critical
1385,179,7,14404,2029,204.28367175279632,146.46019453009924,-57.82347722269708,-639.0,1.3948,1,60.0,Critical
1386,46,7,14405,2029,43.61882703071221,10.08943091114336,-33.529396119568844,-230.0,4.3232,1,60.0,Critical
1387,62,7,21100,2029,34.04397410354038,9.59211832295104,-24.451855780589337,-134.0,3.5492,1,60.0,Critical
1388,487,7,21103,2029,33.17538975450516,1.9734514465621895,-31.20193830794297,-245.0,16.8108,1,60.0,Critical
1389,30,7,21109,2029,27.04046128742066,4.44307301114367,-22.597388276276988,-125.0,6.086,1,60.0,Critical
1390,150,7,21200,2029,116.21570747787716,76.11694448628883,-40.09876299158832,-441.0,1.5268,1,60.0,Critical
